student_name,student_id,sex,shift 1,rank 1,shift 2,rank 2,shift 3,rank 3,shift 4,rank 4,shift 5,rank 5
9bcde14824e636515e10b19e8c68a67a52dc71e359197be576c61740e61d295a,6630054833,female,1,FCN45,1,FCN46,1,PUR38,1,FCN49,1,PUR36
497720d3ae02ba22fa05af6e719bf2903f79f0e009da4c61b95f0a412eb82a63,6630057733,female,2,BKK01,1,BKK25,1,FCN38,1,BTS22,2,BKK38
60596fc4f48a41c4d94900d74d3ba96356f490cccc943597f32589f66d6fbd8b,6630058333,female,1,BKK02,2,CEN10,1,BKK37,2,BTS27,1,BTS11
7a98cc7ee04e2ae8b94b0d605ffaa6d69f576d0f743b4e9b931ed02acdae8b5d,6630059033,female,1,FCN70,1,FCN66,1,BTS01,1,FCN55,2,FCN67
57491ef349f15340155010d8346989f138065adf7fd371908944a82425aa3e1d,6630060533,female,2,HPT02,2,BKK02,1,BKK14,1,BTS16,2,CEN04
92fd52662378aa073085e2c8decf1c6da7e402839ebc21475088ac703cf0cd7a,6630061133,female,1,FCN36,2,FCN13,1,FCN88,1,PUR14,2,PUR05
7b8276edf48637716df3366c16ee22d2df4947d923df9f7221f9fda4a7c12f0e,6630062833,male,1,FCN21,2,PUR49,2,FCN22,2,FCN24,1,PUR46
1a0cb36958ea7d55b66b4dfafd097c0c728a4b4fe431c50ffb27c9c1231676c3,6630063433,male,1,PUR36,1,PUR45,1,PUR34,1,FCN45,1,FCN51
bca682aed3edb52c54dc293ac5f5eda2f42b33ea2c7b66d038a81e2e4a456073,6630064033,female,1,BKK23,2,BKK04,1,FCN17,2,BKK22,1,BKK16
e8ed8a0261c9aaa39076304811812af4258cd5d9c15f5bd08e79e8309f70efe0,6630065733,female,1,PUR23,1,FCN72,2,FCN75,2,FCN03,2,FCN74
fe1ec2f091dc397af5609e63044d48ae96df584600bc62c325d1774cf89494a4,6630066333,female,2,BTS01,1,PUR01,2,FCN68,1,FCN67,1,FCN66
cdfee55f9c7e58cc4b0f87e801b38ea9f7727e2004a6c6ca081b8edff741456c,6630067033,female,2,HPT04,2,CHA01,2,HPT02,2,BTS12,2,HPT01
07877ebede3b6ef55c0569c4d63a4f6102107a70821d64a945d6bc3fc3ee7406,6630068633,male,2,FCN39,2,BKK25,2,BKK08,1,BKK09,2,BTS10
ddf6509c82bd93acfbb8b1a8a981f1a75d0d076fcdfb6c45f741d59928ac2177,6630069233,female,2,FCN34,1,FCN33,2,FCN43,1,BTS13,1,PUR19
1f014f77e1a7ba057d7d3aa0a3f2f36f89d48c66c8e1961c7c5990d7340f8a96,6630070833,male,2,BKK14,1,BTS12,1,PUR48,1,CHA01,1,BTS11
9745cd1467b4e7f2b98ee6ceb8f40e33e9740d5bc588edbc6d48ae8e7019947f,6630071433,male,2,FCN20,1,FCN23,2,FCN19,1,PUR49,1,FCN21
a37c9e0896de9ce9ac02cf8193b53b493d9decccf75c819f0fe1f31dda9b5e62,6630072033,female,1,BKK07,1,BKK19,2,CEN14,2,CEN06,1,BTS15
0ac7ebac6c78b36315505c42c0906692552dae6131c01b8716b980758da3bbc8,6630073733,female,1,FCN97,2,FCN80,1,PUR22,1,FCN04,1,FCN75
76d4f44aad65ac464bef88d6f59fe1a4fec951b3198a206dd87199b1e9f7395f,6630074333,female,2,PUR08,2,PUR07,2,FCN08,1,FCN07,1,FCN13
79a6632eda370557e4274f2eb8fab404e8477a0556f3f11c2dd17726198eb1c6,6630075033,male,2,FCN72,2,FCN11,2,FCN02,2,PUR22,1,FCN03
13697b21872d5985772227f528a004c9d85045f1d2d132bbb5efe3e5d8ae528c,6630076633,female,2,FCN97,1,FCN75,2,FCN04,1,PUR22,2,FCN73
fc0ba4ee2e06cfadae85825dab6d670e60c1c0f923b59a0de62f7c5df4b0c17d,6630077233,female,2,BKK22,2,FCN10,2,BKK44,1,PUR28,2,FCN01
98848f4f3c5d21ce93c17646718a07a7dea87756ee4a145c45c837d730cd7480,6630078933,male,1,BTS10,1,BKK04,1,BKK09,2,CEN08,1,FCN14
e37cf5930ee482c9f85f9e505eab92c7fe2ed9a7f8da0ca9a91aa48348200bbe,6630079533,female,2,BKK11,1,BKK20,1,PUR43,1,PUR35,2,BKK01
230b1ac2d44af6261962ca28417b8070b50c59f3b33678452ff698465003cd0e,6630080033,female,2,CHA01,2,HPT01,2,BTS18,1,HPT02,1,BTS02
19f030a6a30e17e2b67ce69fccb48e27a775bc43488d3281ccea728b898af7c8,6630082333,male,2,BKK04,1,BKK25,1,BKK09,1,BKK33,2,BKK16
f0c9029825d3572ee9b4f207bb0105a58067b66389acce64c966ca7fcb9d9eec,6630085233,female,2,FCN56,1,PUR04,2,FCN58,2,FCN69,2,FCN67
4536d16d900756acaebdf66e8a74d82dc9caa9a58c5337be610085b02d51ecee,6630086933,male,2,FCN44,2,FCN46,1,PUR40,2,FCN54,1,PUR34
29824db2e282fe9aadb99cc1dfd279c4a4e8e9ad89876bfc7ba7dbf11d771a6e,6630087533,male,1,PUR32,2,FCN48,1,FCN52,1,FCN53,1,PUR42
d0557a6c27ef960d5c61dfa449a041d2d53dbe81d1cea29e98d46b2bd3553cf3,6630088133,male,2,BKK27,2,BKK41,1,PUR27,2,BKK42,2,FCN93
8e9e44dcbe99e5670a24400774819efacae21e09a170dadbaee3bb15078e3ff8,6630089833,female,2,FCN45,2,FCN50,1,FCN46,1,PUR38,2,PUR37
79aa46687dfaac772d4058c31260dae005006d104e658283895524dc58638f88,6630090333,female,2,PUR25,1,PUR26,1,BKK14,2,BKK39,1,BTS21
ca8acf50d786118e187cfd1dae1f37e2e75f3ed67b9f58e20020e7126073327b,6631001733,male,2,BKK22,2,BKK21,1,BKK16,1,BKK39,2,BKK05
dd7a52ea918fbda139d4cbb2643e44d9c1b1f966bdb8ff508531a1e65188ebd2,6631005233,male,2,FCN08,1,PUR10,2,PUR07,1,PUR08,2,FCN07
baa0776dddcfe9f3ad5ffe748683908803f17ec7ffa09d608d3030979365c9a7,6631006933,male,1,FCN45,1,PUR45,1,FCN44,2,FCN51,2,PUR40
da5c70447d0c39e1df5597a42b5a0d2c947845176417260cd32cab0e865c4ce9,6631007533,male,1,FCN19,2,FCN23,1,FCN20,1,PUR49,2,FCN21
81e4640e359db49811e2fd04c2d8ca0adebb1c8fec801d7d1a0d93df503cdcbf,6631008133,female,2,FCN13,1,PUR10,2,FCN07,2,PUR07,1,PUR06
27d1d9a2434602863f10ea20482ac2905688f4560175f656505698288ca2dc69,6631009833,male,1,BTS12,2,CHA01,1,BKK14,1,HPT02,2,BTS02
d86ef07e6a3ec220849797cda72f6cf89f2e59a0344b8a63e8f63b11e5e55748,6631010333,female,1,BKK18,1,BTS09,2,FCN10,2,BKK22,1,BKK30
8fe6e77bb6234cf34fc34dbc204e484cf3c55fa7b7c001218b76ebbbf5b42e6d,6631011033,female,1,CEN17,1,PUR48,2,BTS02,2,CEN05,2,BTS16
f544df4ea5fcccacefc857db1cfc38919b42a2e2bf834dcd786ecba7c4390e92,6631015533,male,2,BKK02,1,BTS27,2,BTS18,2,CHA01,1,BTS05
4be22f2926b948418bc59c10c43f5a82f2ebcda21324bf0eae1fc7d594d0102d,6631016133,male,2,FCN51,1,FCN45,2,PUR45,2,PUR34,2,PUR40
af795fc8727ae5133dca16507c2ba43f1a067341959f4f0a9096873b29c28f72,6631017833,female,1,FCN18,1,FCN22,2,PUR53,1,FCN21,1,PUR54
058886647858701c09cafaeee50dc60dd2222332b7949e4d0ccee7dc7da520ac,6631019033,female,1,FCN17,1,BKK30,1,BKK22,1,FCN01,2,BTS09
923f86c2a68d0a1bee527d9dd3a8896623024ab5f55cdb580e58ed4aa9ef0f24,6631021233,female,2,FCN87,1,BKK28,2,FCN86,2,BKK27,2,FCN93
c11ce2ec084af5ee974254d134af6a21a44b2c39cb2d58641d3b2e12b9a3b9ff,6631023533,male,2,BKK11,1,PUR29,2,BKK01,2,BTS24,1,BKK38
c0f40904d1c737d283e3d867568613019231a50ce13dacaba01a2ccfbfca2fee,6631024133,female,1,FCN61,2,PUR02,2,FCN64,2,FCN63,2,FCN60
a04b8a5a1686b1cbe0fe200461fddb09b864db43acc5216e9e554ef6bff6a597,6631025833,female,2,CEN03,2,FCN41,1,BTS15,2,FCN31,2,FCN32
c4256bce6c2cbb92286174af8adc72f18b17878a286c0835e91b0348a36721bb,6631026433,male,1,FCN46,1,FCN44,1,FCN45,1,PUR45,2,FCN54
c6315ffede0f174359ed56827292b4cb6b683dc8a859098a33ecfe613a07d3c8,6631027033,male,2,FCN49,2,FCN48,2,PUR31,2,FCN45,2,PUR36
9bd0a0ff872fe5e0640f3c8c065603e39ca9647e44ed558178b71b321d92bf3b,6631028733,male,1,FCN60,2,FCN61,1,FCN59,1,FCN64,2,FCN62
f23363277ea70661d158953c6fb4bb664715ce43e75ba9db20fad06760a3a44e,6631029333,male,1,PUR35,2,BKK11,1,PUR43,2,BKK20,1,BKK01
552dc6f4e62d25997656a0e8185cd2493d7c37bf467bfe5996af01a930437c5b,6631030933,male,2,FCN78,2,FCN04,2,FCN02,2,PUR22,2,PUR24
f87fcfefd8a068e6faa60184997af2f63890577552334b0e4d762daf5d80bed9,6631031533,female,1,FCN22,1,FCN23,1,FCN21,2,PUR46,1,FCN24
1f037a856ca3d90ea41671fda120a6440aa41ebd610f6277ee6545481c6fe198,6631032133,female,2,FCN48,2,FCN52,1,PUR32,1,PUR42,2,FCN53
2f97a3b91e8416695bac346c87b93ac01835b266e4659754f871e2fe37024af3,6631033833,female,1,BKK08,2,FCN39,2,CEN09,2,BKK25,2,BKK09
28a6ca9670f4839b0d7cd970f20b47367b554c2f289fb91692f59ab595589c95,6631034433,male,2,BTS06,1,FCN71,1,FCN03,2,FCN97,2,FCN04
f97ff46c1a4d9ff5c452ccf982546a3c5b983df695e2bc76a042f13ef58aa4f1,6631036733,female,1,FCN81,1,FCN79,2,FCN71,1,FCN77,2,FCN75
b3bc4c3d98194844a71a2b76da108e9a09fbe8e2293e50827e304b79e6d430e6,6631037333,female,1,FCN71,2,FCN73,1,FCN05,2,FCN04,1,FCN80
01c8f8efed80c5de5c51a216760d40ae709969d96fe57ca03a623ef06407793e,6631038033,female,1,FCN80,2,FCN74,1,FCN73,2,BTS06,1,FCN04
9196a113d76aff74d2c668b7abc31ab198df8d38cff2b2f52d0a40beee0dfac2,6631039633,female,2,BKK27,1,FCN92,2,FCN87,1,BKK28,2,FCN93
22432200e6a4202bbb041c85617ee5237895cd503a88d112024ca49ab9994111,6631041833,male,1,BTS02,2,BTS11,2,HPT02,2,BTS03,1,BTS16
9e684fe851223f0cf0b46f2cfc62824148922692fc27b68ee093156200a57f92,6631042433,male,2,FCN50,1,FCN44,2,PUR33,1,FCN46,2,PUR37
dbc136441fc352a8a037167c5fbe1e5b68331bf8991566133cc29a7960c5e322,6631044733,female,1,FCN95,1,PUR47,2,BKK10,1,FCN91,1,BKK24
bf3c4f6161b322904967ea580af91d1df57e9e97f78b485790bf2848258cd9f0,6631045333,female,2,CHA01,1,HPT03,1,CEN01,1,BTS03,2,FCN30
fa5cc58cea362516d8c077afac6aab3e5dee433198f2eef6d20586a93c240512,6631046033,female,1,BKK19,2,BTS15,1,BKK43,1,FCN87,2,CEN16
82049c1d5d46be9bc1ab1a6ba4b973f75845cdc7e096b0b4f28b0d51ec9b1e79,6631048233,male,1,PUR33,2,PUR38,1,FCN44,1,FCN46,2,FCN50
b01d3e3c8bff868dfedfa9e7dad78782e6324efb779bdbf93d1445ad3efeda37,6631049933,female,1,BKK07,2,BKK42,2,BKK29,1,BKK18,2,CEN16
654c6ebe94ead9d053859076d8ed7e7fc2184bacfa89cf982b2930267875cfd6,6631051033,female,2,FCN13,1,PUR08,2,PUR07,2,PUR18,1,FCN07
ba8699d08b4247acc37e2411cb420c0ec9704a156d12e4fcbc0fb741908841a3,6631052733,male,2,FCN66,2,FCN70,2,FCN55,2,PUR01,2,BTS01
ef48734eb28968baf469d3b0f4c08b6dbc0a9808edc389c2a186bdce00bdfcdc,6631054033,female,1,FCN35,2,FCN36,1,PUR13,2,PUR15,1,FCN37
fa9f6e577ca8786d094ff3647958a8875f507bf9be136c56cef921bade486d82,6631056233,female,1,FCN87,2,FCN93,2,BKK42,2,BKK28,2,CEN16
633dec9bf7127999cc850bdb49a60f644d94c42601bde3ae29e309c502537ca8,6631057933,female,1,FCN80,2,BTS07,1,FCN71,1,FCN02,1,FCN75
acf3fdb00ee3dfa647faea710252cfc3649558761b355899764a9dc329c13a6a,6631058533,male,2,FCN80,2,BTS07,1,FCN03,1,FCN04,2,PUR23
f806051aacdc653c00f2d9f7d151009c92dce5bef43ff57a57b3c00b3c8d7507,6631059133,female,1,FCN05,2,FCN80,1,FCN03,2,FCN71,1,FCN97
394166a80c40c22c0c75c8bb129498ad91e4fd642c886ea53731cb4a0c2e3d62,6631060733,female,2,BKK01,1,PUR43,2,BKK11,2,BKK20,1,BTS24
0a41781b8b895ba0aa524065e57a7b860a24c70278a9880ed16423954e7fc7b6,6631061333,female,1,PUR08,2,PUR10,1,FCN13,2,FCN07,1,PUR06
24ae90889d95e17efe6d147cf31b0f42a8d4520ba9cb457b297018fb2c683a95,6631062033,female,2,PUR19,2,FCN31,2,BTS13,2,FCN34,2,FCN43
c698fda2b0ce404c183b88fb4153a397410adffe7fd12b343deb68fee6f6f588,6631063633,male,2,BKK05,1,BKK30,1,BKK44,1,BTS09,2,FCN01
6142681f826fdc23539abd6bc63b40c714e3d66ab1d2c4b47f594a37e776ab3d,6631064233,female,2,FCN22,2,PUR46,2,FCN23,1,PUR51,1,PUR49
98f7068472a8b95852497838342d412b3d703cde42515958707f8260b97d5c1c,6631065933,male,2,BKK30,1,BKK33,1,BKK22,2,BKK44,1,BKK17
b3425c34761d9106f116290beb91358623182ddf8b7304694abc9b1c2d5d15f2,6631071633,female,2,FCN25,1,FCN26,2,FCN28,2,FCN91,2,PUR48
496e482a8db89215dd1fa11aa3c6fecd6b267687e8a6566ce4f26bd84c8414d2,6631074533,female,2,PUR33,1,PUR45,2,FCN54,2,PUR37,2,FCN50
9d78d87eea1a7e58b50c1d06240f10d51ea8ee24cf46082fe337676289b08f3c,6631075133,female,1,FCN92,2,PUR09,1,BTS09,2,BKK21,1,FCN40
cdb97f21c5e8afc89a21305757a350f8407a23d4067575cd862f16ade2aec00f,6631076833,male,1,CEN06,2,CEN14,1,BKK19,2,BTS15,2,BKK07
5e6087bfd73b68c7ab52e901359d2be3b6c0b9367d6349d97f93838e4e070e9a,6631078033,female,2,FCN52,1,FCN48,1,FCN53,2,PUR32,2,PUR42
7c15b107b79de71a8651111672364ac0ac104e8a907a52892d808233676d77b5,6631079733,female,1,PUR50,2,PUR53,2,BKK24,1,CEN18,2,FCN22
d5f319a22cb4bfce1ce299d6debee8b4fae5d81ca608d3e03c0ab1ea783e4472,6631080233,male,1,FCN49,1,PUR36,1,FCN44,2,PUR40,2,PUR45
b1066b310b090332027666ea1a99bcd0d0a52c70c09c7429bc0dc15860800e78,6631081933,female,2,BKK19,1,BKK03,2,BKK32,2,BTS17,2,FCN40
1ab76eaa37d3f208f0726b8ca86130529016c635734c9dda37ed412b148a8d68,6631082533,male,2,PUR19,1,FCN41,1,FCN31,2,FCN33,1,FCN34
d81e57f22702dd43df73ed18078654f93f4dad8d996bef59aa9db80ce5c04a90,6631083133,female,1,FCN67,2,FCN55,2,BTS01,1,FCN70,2,PUR01
ea8ed336e0f5493070aa24c66febe6a34430a377671ce8eecd13cffabb015dde,6631084833,female,1,PUR54,2,FCN24,1,PUR46,2,FCN27,1,PUR52
d3073c78297a10797f3d7861d54e903bbf1ea9e3356b5f3cb83e318635de041b,6631085433,female,1,PUR07,1,FCN13,2,PUR10,1,PUR08,1,PUR06
a7cad6d2921e9e434767c2fb4179c936ff2b8bad41bb3fdf62eb3dc92f465dbd,6631086033,female,2,FCN32,2,FCN31,1,BTS15,1,FCN41,2,CEN03
fd82a210bcc52c26ba4fdbfb3794c35aea81cb4768b15ed7f7b55a31d154977d,6631087733,female,2,BTS10,2,FCN14,2,BKK08,2,BKK09,1,BKK26
b792349f7482cdb30e7f7958829c952817420a4cecbffada651ae95e7c0dae92,6631088333,female,2,FCN76,1,FCN05,1,FCN73,1,FCN80,2,BTS06
dfb13aaafd6ff9e61c8ed90142c994ec9c3cf649266fc4bf2f0ad7ffbd1cb281,6631090533,male,1,BKK31,1,BKK30,2,BKK44,1,BKK36,1,BTS09
92c187ee3fbfbf5800c9c898553c38ba23f67da02c912f1631d64ad19b4389b1,6631092833,male,2,BTS05,1,BTS03,1,BTS16,1,CEN05,2,BTS12
